"key" "fi" "sv"
"help.KM.verdictDesc" "Täällä näet viranomaisen tekemät hakemukseesi liittyvät päätökset. Saat sähköpostiviestin, kun viranomainen lisää päätöksen." "Här ser du de beslut som myndigheterna fattat om din ansökan. Du får ett e-postmeddelande när myndigheten lägger till ett beslut."
"help.MAL.applicationInfoDesc" "Tällä välilehdellä näet valitsemaasi toimenpiteeseen liittyvät lomaketiedot. Osioon tallennettavat tiedot välittyvät kunnan kautta eri viranomaisten järjestelmiin, joten\nesimerkiksi erillisten RH-lomakkeiden täyttäminen on tarpeetonta." "Denna flik visar registeruppgifter för vald åtgärd."
"help.MAL.applicationSummaryDesc" "Tällä välilehdellä näet hankkeeseesi liittyvät hakemuksen aikaiset tiedot." "Under denna flik ser du uppgifter från ansökans tid i anslutninng  till ditt projekt"
"help.MAL.attachmentsDesc" "Tänne voit lisätä hakemukseen kuuluvia liitteitä. Viranomainen voi myös pyytää sinulta tarpeellisia liitteitä. Nämä pyynnöt ja korjauksia vaativat liitteet merkitään taulukossa punaisella ikonilla. Viranomainen voi <b>alustavasti hyväksyä, että liite on asianmukainen kyseessä olevaan hakemukseen tai merkitä sen korjattavaksi. Tämä ei ole vielä virallinen hyväksyntä, sillä sitä varten hakemus pitää käsitellä kunnan päätöksentekoprosessin mukaisesti</b>." "Här kan du lägga till bilagor som hör till din ansökan. Myndigheten kan också be dig om nödvändiga bilagor. En sådan begäran och de bilagor som ska korrigeras markeras i tabellen med en röd flagga. Myndigheten kan <b>preliminärt godkänna att ansökan är tillbörlig för ifrågavarande ansökan eller begära korrigering.  Detta är ännu inte ett officiellt godkännande, eftersom ett sådant kräver att ansökan behandlas enligt kommunens beslutsprocess</b>."
"help.MAL.conversationDesc" "Täällä voit keskustella hakemuksesta viranomaisten ja valtuutettujen kanssa. \"Kysy viranomaiselta\" - toiminnolla kutsut viranomaisen vastaamaan kysymykseesi. Tällöin viranomainen näkee hakemuksesi ja voi vastata esittämiisi kysymyksiin. Näin voitte yhdessä valmistella hakemusta ennen sen jättämistä." "Här kan du diskutera ansökan med myndigheterna och de bemyndigade parterna. Med \"Fråga myndigheten\" -funktionen ber du myndigheten att svara på din fråga. Därmer kan myndigheten se din ansökan och svara på frågorna du ställt. På detta vis kan ni tillsammans förbereda ansökan för inlämning."
"help.MAL.helpText" "Lupapisteessä voit valmistella hakemusta rauhassa suunnittelijasi ja viranomaisten kanssa. Voit kutsua suunnittelijan ja mahdolliset muut hakijat mukaan \"Osapuolet\"  - välilehdellä. Oranssin keskustelupainikkeen takaa voit kirjoittaa kommentin ja lähetä viesti- painikkeella lähettää sen tiedoksi hakemukselle kutsutuille osapuolille tai vaihtoehtoisesti kysyä neuvoa viranomaiselta käyttämällä kysy viranomainen – painiketta. Hakemuksen jättäminen tapahtuu hakemuksen jättäminen –välilehdellä olevan jätä hakemus- painikkeen kautta.  Välilehdellä ilmoitetaan punaisella ikonilla puuttuvat pakolliset tiedot. Tällöin hakemuksesi katsotaan tulleen virallisesti vireille. Tämän jälkeen viranomainen tarkistaa hakemuksen ja pyytää tarvittaessa täydennyksiä. Kun hakemus on viranomaisen kannalta valmis, hän ottaa hakemuksen käsittelyyn kunnan päätöksenteko järjestelmään. Hakemuksen tila on tällöin \"Käsittelyssä\", etkä voi enää muokata hakemusta. Viranomaisen tehtyä päätöksen näet päätös otteen \"Päätös\" - välilehdellä ja saat siitä myös tiedon sähköpostiisi." "I Lupapiste kan du i lugn och ro förbereda ansökan tillsammans med din planerare och myndigheten. Du kan bjuda in planeraren och andra eventuella sökanden i fliken ”Parter”. Bakom orange diskussionsknapp kan du skriva kommentar och med sänd meddeland –knappen sända den till inbjudna parter som delgivning eller alternativt fråga myndigheten om råd med fråga myndigheten -knappen. Inlämning av ansökan görs med lämna ansökan -knappen i inlämning av ansökan – fliken. I fliken meddelas de återstående obligatoriska uppgifter med röd ikon.  Då anses din ansökan officiellt ha anhängiggjorts. Efter detta granskar myndigheten ansökan och ber vid behov om kompletteringar. När myndigheten anser att ansökan är färdig tas den upp för behandling i kommunens beslutfattningssystem. Ansökans status är då ”Behandlas” och du kan inte redigera ansökan mer. Efter att myndigheten fattat ett beslut syns utdrag av beslutet i fliken ”Beslut”. Denna information skickas också till din e-post."
"help.MAL.statementsDesc" "Viranomainen voi tarvittaessa pyytää hakemuksesta <b> lausuntoja muilta viranomaisilta</b>. Viranomaisten antamia lausuntoja voit lukea tällä välilehdellä." "Myndigheten kan vid behov  <b>utlåtande av andra myndigheter </b> om ansökan. Utlåtanden av myndigheter kan du läsa under denna flik."
"help.MAL.tasksDesc" "Tällä välilehdellä näet luvan edellyttämät toiminnan aikaiset kokoukset, katselmukset ja tarkastukset sekä muut lupavaatimukset." "Under denna flik ser du möten, syner och inspektioner från verksamhets tid som tillståndet förutsätter samt andra tillståndsbestämmelser."
"help.MAL.verdictDesc" "Täällä näet viranomaisen tekemät hakemukseesi liittyvät päätökset. Saat sähköpostiviestin, kun viranomainen lisää päätöksen." "Här ser du myndighetens beslut om din ansökan. Du får ett e-postmeddelande när myndigheten lägger till beslutet."
"help.P.AddOperations" "Jos teet samalla muita toimenpiteitä, voit hakea lupaa samalla hakemuksella. Voit lisätä hakemukselle toimenpiteitä alla tai oikeasta reunasta löytyvältä lisää toimenpide- painikkeella." "Om du gör samtidigt andra åtgärder, kan du ansöka om tillstånd med samma ansökan.  Du kan lägga till åtgärder i ansökan med åtgärd-knappen nedan eller i högra sidan."
"help.P.applicationSummaryDesc" "Tällä välilehdellä näet hankkeeseesi liittyvät hakemuksen aikaiset tiedot." "Under denna flik ser du uppgifter från ansökans tid i anslutninng  till ditt projekt"
"help.P.conversationDesc" "Täällä voit keskustella hakemuksesta viranomaisten ja valtuutettujen, kuten suunnittelijan kanssa. \"Kysy viranomaiselta\" - toiminnolla kutsut viranomaisen vastaamaan kysymykseesi. Tällöin viranomainen näkee hakemuksesi ja voi vastata esittämiisi kysymyksiin. Näin voitte yhdessä valmistella hakemusta ennen sen jättämistä." "Här kan du diskutera ansökan med myndigheterna och de bemyndigade parterna, t.ex. med planläggaren.  Med \"Fråga myndigheten\" -funktionen ber du myndigheten att svara på din fråga. Därmer kan myndigheten se din ansökan och svara på frågorna du ställt. På detta vis kan ni tillsammans förbereda ansökan för inlämning."
"help.P.helpText" "Lupapisteessä voit valmistella hakemusta rauhassa suunnittelijasi ja viranomaisten kanssa. Voit kutsua suunnittelijan ja mahdolliset muut hakijat mukaan \"Osapuolet\"  - välilehdellä. Oranssin keskustelupainikkeen takaa voit kirjoittaa kommentin ja lähetä viesti- painikkeella lähettää sen tiedoksi hakemukselle kutsutuille osapuolille tai vaihtoehtoisesti kysyä neuvoa viranomaiselta käyttämällä kysy viranomainen – painiketta. Hakemuksen jättäminen tapahtuu hakemuksen jättäminen –välilehdellä olevan jätä hakemus- painikkeen kautta.  Välilehdellä ilmoitetaan punaisella ikonilla puuttuvat pakolliset tiedot. Tällöin hakemuksesi katsotaan tulleen virallisesti vireille. Tämän jälkeen viranomainen tarkistaa hakemuksen ja pyytää tarvittaessa täydennyksiä. Kun hakemus on viranomaisen kannalta valmis, hän ottaa hakemuksen käsittelyyn kunnan päätöksenteko järjestelmään. Hakemuksen tila on tällöin \"Käsittelyssä\", etkä voi enää muokata hakemusta. Viranomaisen tehtyä päätöksen näet päätös otteen \"Päätös\" - välilehdellä ja saat siitä myös tiedon sähköpostiisi." "I Lupapiste kan du i lugn och ro förbereda ansökan tillsammans med din planerare och myndigheten. Du kan bjuda in planeraren och andra eventuella sökanden i fliken ”Parter”. Bakom orange diskussionsknapp kan du skriva kommentar och med sänd meddeland –knappen sända den till inbjudna parter som delgivning eller alternativt fråga myndigheten om råd med fråga myndigheten -knappen. Inlämning av ansökan görs med lämna ansökan -knappen i inlämning av ansökan – fliken. I fliken meddelas de återstående obligatoriska uppgifter med röd ikon.  Då anses din ansökan officiellt ha anhängiggjorts. Efter detta granskar myndigheten ansökan och ber vid behov om kompletteringar. När myndigheten anser att ansökan är färdig tas den upp för behandling i kommunens beslutfattningssystem. Ansökans status är då ”Behandlas” och du kan inte redigera ansökan mer. Efter att myndigheten fattat ett beslut syns utdrag av beslutet i fliken ”Beslut”. Denna information skickas också till din e-post."
"help.P.statementsDesc" "Viranomainen voi tarvittaessa pyytää hakemuksesta <b> lausuntoja muilta viranomaisilta</b>. Viranomaisten antamia lausuntoja voit lukea tällä välilehdellä." "Myndigheten kan vid behov  <b>utlåtande av andra myndigheter </b> om ansökan. Utlåtanden av myndigheter kan du läsa under denna flik."
"help.P.tasksDesc" "Tällä välilehdellä näet luvan edellyttämät toiminnan aikaiset kokoukset, katselmukset ja tarkastukset sekä muut lupavaatimukset." "Under denna flik ser du möten, syner och inspektioner från verksamhets tid som tillståndet förutsätter samt andra tillståndsbestämmelser."
"help.P.verdictDesc" "Täällä näet viranomaisen tekemät hakemukseesi liittyvät päätökset. Saat sähköpostiviestin, kun viranomainen lisää päätöksen." "Här ser du myndighetens beslut om din ansökan. Du får ett e-postmeddelande när myndigheten lägger till beslutet."
"help.R.AddOperations" "Jos teet samalla muita toimenpiteitä, kuten rakennat useamman rakennuksen, grillikatoksen tai kaadat puita, voit hakea lupaa samalla hakemuksella. Voit lisätä hakemukselle toimenpiteitä alla tai oikeasta reunasta löytyvältä lisää toimenpide- painikkeella." "Om du samtidigt utför andra åtgärder, t.ex. bygger flera byggnader, ett grilltak eller fäller träd, kan du ansöka om tillstånd med samma ansökan.  Du kan lägga till åtgärder i ansökan med lägg till åtgärden -knappen nedan eller på högra sidan."
"help.R.applicationSummaryDesc" "Tällä välilehdellä näet hankkeeseesi liittyvät hakemuksen aikaiset tiedot." "Under denna flik ser du uppgifter från ansökans tid i anslutninng  till ditt projekt"
"help.R.conversationDesc" "Täällä voit keskustella hakemuksesta viranomaisten ja valtuutettujen, kuten suunnittelijan kanssa. \"Kysy viranomaiselta\" - toiminnolla kutsut viranomaisen vastaamaan kysymykseesi. Tällöin viranomainen näkee hakemuksesi ja voi vastata esittämiisi kysymyksiin. Näin voitte yhdessä valmistella hakemusta ennen sen jättämistä." "Här kan du diskutera ansökan med myndigheterna och de bemyndigade parterna, t.ex. med planläggaren.  Med \"Fråga myndigheten\" -funktionen ber du myndigheten att svara på din fråga. Därmer kan myndigheten se din ansökan och svara på frågorna du ställt. På detta vis kan ni tillsammans förbereda ansökan för inlämning."
"help.R.helpText" "Lupapisteessä voit valmistella hakemusta rauhassa suunnittelijasi ja viranomaisten kanssa. Voit kutsua suunnittelijan ja mahdolliset muut hakijat mukaan \"Osapuolet\"  - välilehdellä. Oranssin keskustelupainikkeen takaa voit kirjoittaa kommentin ja lähetä viesti- painikkeella lähettää sen tiedoksi hakemukselle kutsutuille osapuolille tai vaihtoehtoisesti kysyä neuvoa viranomaiselta käyttämällä kysy viranomainen – painiketta. Hakemuksen jättäminen tapahtuu hakemuksen jättäminen –välilehdellä olevan jätä hakemus- painikkeen kautta.  Välilehdellä ilmoitetaan punaisella ikonilla puuttuvat pakolliset tiedot. Tällöin hakemuksesi katsotaan tulleen virallisesti vireille. Tämän jälkeen viranomainen tarkistaa hakemuksen ja pyytää tarvittaessa täydennyksiä. Kun hakemus on viranomaisen kannalta valmis, hän ottaa hakemuksen käsittelyyn kunnan päätöksenteko järjestelmään. Hakemuksen tila on tällöin \"Käsittelyssä\", etkä voi enää muokata hakemusta. Viranomaisen tehtyä päätöksen näet päätös otteen \"Päätös\" - välilehdellä ja saat siitä myös tiedon sähköpostiisi." "I Lupapiste kan du i lugn och ro förbereda ansökan tillsammans med din planerare och myndigheten. Du kan bjuda in planeraren och andra eventuella sökanden i fliken ”Parter”. Bakom orange diskussionsknapp kan du skriva kommentar och med sänd meddeland –knappen sända den till inbjudna parter som delgivning eller alternativt fråga myndigheten om råd med fråga myndigheten -knappen. Inlämning av ansökan görs med lämna ansökan -knappen i inlämning av ansökan – fliken. I fliken meddelas de återstående obligatoriska uppgifter med röd ikon.  Då anses din ansökan officiellt ha anhängiggjorts. Efter detta granskar myndigheten ansökan och ber vid behov om kompletteringar. När myndigheten anser att ansökan är färdig tas den upp för behandling i kommunens beslutfattningssystem. Ansökans status är då ”Behandlas” och du kan inte redigera ansökan mer. Efter att myndigheten fattat ett beslut syns utdrag av beslutet i fliken ”Beslut”. Denna information skickas också till din e-post."
"help.R.statementsDesc" "Viranomainen voi tarvittaessa pyytää hakemuksesta <b> lausuntoja muilta viranomaisilta</b>. Viranomaisten antamia lausuntoja voit lukea tällä välilehdellä." "Myndigheten kan vid behov  <b>utlåtande av andra myndigheter </b> om ansökan. Utlåtanden av myndigheter kan du läsa under denna flik."
"help.R.tasksDesc" "Tällä välilehdellä näet luvan edellyttämät rakentamisen aikaiset kokoukset, katselmukset ja tarkastukset sekä muut lupavaatimukset." "Under denna flik ser du möten, syner och inspektioner från byggandes tid som tillståndet förutsätter samt andra tillståndsbestämmelser."
"help.R.verdictDesc" "Täällä näet viranomaisen tekemät hakemukseesi liittyvät päätökset. Saat sähköpostiviestin, kun viranomainen lisää päätöksen." "Här ser du myndighetens beslut om din ansökan. Du får ett e-postmeddelande när myndigheten lägger till beslutet."
"help.undefined.applicationInfoDesc" "" ""
"help.undefined.attachmentsDesc" "" ""
"help.undefined.conversationDesc" "" ""
"help.undefined.helpText" "" ""
"help.undefined.neighborsDesc" "" ""
"help.undefined.PartiesDesc" "" ""
"help.undefined.statementsDesc" "" ""
"help.undefined.verdictDesc" "" ""
"help.VVVL.applicationSummaryDesc" "Tällä välilehdellä näet hankkeeseesi liittyvät hakemuksen aikaiset tiedot." "Under denna flik ser du uppgifter från ansökans tid i anslutninng  till ditt projekt"
"help.VVVL.attachmentsDesc" "Tänne voit lisätä hakemukseen kuuluvia liitteitä. Viranomainen voi myös pyytää sinulta tarpeellisia liitteitä. Nämä pyynnöt ja korjauksia vaativat liitteet merkitään taulukossa punaisella lipulla. Viranomainen voi myös merkitä liitteen <b>alustavasti hyväksytyksi tai korjattavaksi. Tämä ei ole vielä virallinen hyväksyntä, sillä sitä varten hakemus pitää käsitellä kunnan päätöksentekoprosessin mukaisesti</b>." "Här kan du lägga till bilagor som hör till ansökan. Myndigheten kan också be om nödvändiga bilagor. Dessa begärda bilagor och bilagor som kräver komplettering markeras i tabellen med röd flagga. Myndigheten kan också markera bilagan som  <b>preliminärt godkänd eller i behov av korrigering. Detta är inte ännu ett officiellt godkännande, eftersom ett sådant kräver att ansökan hanteras enligt kommunens beslutsfattningsprocess</b>."
